run,task,optimizer,projector,projection,effective_projection,switched_at_step,step,loss,elapsed_sec,chi_k_grad,chi_k_grad_ema,epoch_time_sec,epoch_time_sec_avg,subspace_usefulness/rho,accuracy,update/projection,update/raw_update_norm,update/projected_update_norm,update/alignment,update/eigvals,validation/loss,validation/accuracy,projector/subspace_pct,seed,run_label
cifar10_cnn3__adam__none__none,cifar10_cnn3,adam,none,none,none,,1,1.054678201675415,0.007239300000946969,,,0.007239300000946969,0.007239300000946969,,0.1599999964237213,none,0.15610796213150024,0.15610796213150024,1.0,,0.9402190717697143,0.0961,,112,baseline
cifar10_cnn3__adam__none__none,cifar10_cnn3,adam,none,none,none,,20,0.8966563438114367,1.0289530000009108,,,1.0217136999999639,0.5144765000004554,,0.2800000011920929,none,0.03495975211262703,0.03495975211262703,1.0,,0.8621925786972046,0.2389,,112,baseline
cifar10_cnn3__adam__none__none,cifar10_cnn3,adam,none,none,none,,40,0.83461694419384,2.14434429999892,,,1.1153912999980093,0.7147814333329734,,0.47999998927116394,none,0.03524058684706688,0.03524058684706688,1.0,,0.8206652277946472,0.3392,,112,baseline
cifar10_cnn3__adam__none__none,cifar10_cnn3,adam,none,none,none,,60,0.8112147688865662,3.1836800999990373,,,1.0393358000001172,0.7959200249997593,,0.1599999964237213,none,0.03337333723902702,0.03337333723902702,1.0,,0.8182876249313354,0.3209,,112,baseline
cifar10_cnn3__adam__none__none,cifar10_cnn3,adam,none,none,none,,80,0.7998077273368835,4.327692499999102,,,1.144012400000065,0.8655384999998205,,0.4399999976158142,none,0.03119075484573841,0.03119075484573841,1.0,,0.7931825052261352,0.3713,,112,baseline
cifar10_cnn3__adam__none__none,cifar10_cnn3,adam,none,none,none,,100,0.790587192773819,5.400305399998615,,,1.0726128999995126,0.9000508999997692,,0.5600000023841858,none,0.03358098119497299,0.03358098119497299,1.0,,0.7701607038497925,0.4077,,112,baseline
cifar10_cnn3__adam__none__none,cifar10_cnn3,adam,none,none,none,,120,0.7654382407665252,6.368536800000584,,,0.9682314000019687,0.9097909714286548,,0.6200000047683716,none,0.038337770849466324,0.038337770849466324,1.0,,0.7746856105804444,0.4036,,112,baseline
cifar10_cnn3__adam__none__none,cifar10_cnn3,adam,none,none,none,,140,0.7446390062570571,7.291483099998004,,,0.9229462999974203,0.9114353874997505,,0.5999999642372131,none,0.0342695452272892,0.0342695452272892,1.0,,0.7491083404541016,0.4433,,112,baseline
cifar10_cnn3__adam__none__none,cifar10_cnn3,adam,none,none,none,,160,0.7390915483236313,8.265977300001396,,,0.9744942000033916,0.9184419222223773,,0.4599999785423279,none,0.03654267638921738,0.03654267638921738,1.0,,0.7511834331512451,0.4513,,112,baseline
cifar10_cnn3__adam__none__none,cifar10_cnn3,adam,none,none,none,,180,0.7456768542528153,9.237717200001498,,,0.9717399000001024,0.9237717200001498,,0.3799999952316284,none,0.03415069729089737,0.03415069729089737,1.0,,0.7368746852874756,0.4512,,112,baseline
