run_label,step,loss,accuracy,chi_k_grad,chi_k_grad_ema,subspace_usefulness/rho,projector/subspace_pct,validation/loss,validation/accuracy,loss/std,accuracy/std,chi_k_grad/std,chi_k_grad_ema/std,subspace_usefulness/rho/std,projector/subspace_pct/std,validation/loss/std,validation/accuracy/std
baseline,320,0.6694189965724945,0.6133333245913187,,,,,0.7052099392573039,0.49223333333333336,0.015016510436164707,0.04618801189959791,0.0,0.0,0.0,0.0,0.00981399680666614,0.020802003108675207
baseline,340,0.6691514432430267,0.5666666527589163,,,,,0.6968099625587464,0.4938666666666667,0.024602809863030678,0.07571877789152744,0.0,0.0,0.0,0.0,0.009700711943542124,0.012369855833166894
baseline,360,0.6730458031098049,0.5666666626930237,,,,,0.6942238095283507,0.5069,0.011775066369271323,0.05033224077912798,0.0,0.0,0.0,0.0,0.00515560413868199,0.016765440644373172
baseline,380,0.6605869005123775,0.5466666519641876,,,,,0.6890179392496746,0.4987333333333333,0.008396071808572702,0.0832666393105387,0.0,0.0,0.0,0.0,0.009383334696774485,0.010768627272467596
baseline,400,0.6702701816956202,0.5666666428248087,,,,,0.6838589808781942,0.5073,0.012567921544626496,0.0642910117484581,0.0,0.0,0.0,0.0,0.01035754425656676,0.01994291854268078
baseline,420,0.6363274171948433,0.5799999833106995,,,,,0.6948630798657734,0.5014,0.023683524705909068,0.07211101459858751,0.0,0.0,0.0,0.0,0.015142217900945304,0.024387701818744622
baseline,440,0.640809937318166,0.5266666611035665,,,,,0.6922410127957662,0.5005333333333334,0.014798094123962805,0.04618801189959788,0.0,0.0,0.0,0.0,0.009924828649854535,0.014308156182168746
baseline,460,0.6467107425133387,0.6333333055178324,,,,,0.679457620493571,0.5232666666666667,0.019665764508493614,0.07571877395560296,0.0,0.0,0.0,0.0,0.01008008823278368,0.01900008771909577
baseline,480,0.6364279121160507,0.6599999864896139,,,,,0.670942519569397,0.5257,0.02654698351568256,0.052915009550247985,0.0,0.0,0.0,0.0,0.01357894012833989,0.017672294701028452
baseline,500,0.6355301290750504,0.5799999833106995,,,,,0.6708066001574199,0.5275,0.006269775034004472,0.05291503207868933,0.0,0.0,0.0,0.0,0.007203211730267968,0.01705021993993042
baseline,520,0.6165819227695465,0.6399999856948853,,,,,0.6723768903096516,0.5252,0.02229129441503376,0.07999998331069946,0.0,0.0,0.0,0.0,0.006951644998537285,0.012285357137665955
baseline,540,0.6081617971261343,0.5733333230018616,,,,,0.6718277190844217,0.5278666666666666,0.026582205535257867,0.1154700469553736,0.0,0.0,0.0,0.0,0.010218710953007375,0.006451614784946001
baseline,560,0.6137900292873383,0.6599999864896139,,,,,0.6696653247833252,0.5352,0.007400866734170961,0.039999991655353444,0.0,0.0,0.0,0.0,0.005122149118327439,0.009920181449953366
baseline,580,0.6179859866698584,0.606666644414266,,,,,0.6663348707516988,0.5416333333333333,0.018447116879811813,0.057735040684065646,0.0,0.0,0.0,0.0,0.013137924885255028,0.01295736598747349
baseline,600,0.6111326436201732,0.5999999841054281,,,,,0.6590168918291728,0.5453333333333333,0.01969333376524658,0.16370704859249532,0.0,0.0,0.0,0.0,0.008805551168593618,0.01100242397534891
baseline,620,0.5759814192851384,0.6599999864896139,,,,,0.6657263091405232,0.5390333333333334,0.02869616508958855,0.09999999403953702,0.0,0.0,0.0,0.0,0.01036852404087104,0.011895517362995756
baseline,640,0.5818702479203542,0.6133333245913187,,,,,0.6597884324073792,0.5446333333333334,0.013067296521613172,0.05033221314723115,0.0,0.0,0.0,0.0,0.0061658499017714944,0.01115003736914515
baseline,660,0.5930637702345848,0.6466666658719381,,,,,0.6604875247955322,0.5463,0.019195944484221492,0.03055050801480895,0.0,0.0,0.0,0.0,0.013970456071994387,0.014981321704042027
baseline,680,0.6005426158507664,0.6333333253860474,,,,,0.6599144951820374,0.5471666666666667,0.017015309636322026,0.08082901959526972,0.0,0.0,0.0,0.0,0.013792671028007434,0.023702812772608522
baseline,700,0.5868962079286576,0.6933333277702332,,,,,0.6569250493685405,0.5493,0.021605346224456777,0.0230939887434201,0.0,0.0,0.0,0.0,0.008580235253203446,0.010507616285342759
baseline,720,0.5571989605824154,0.7066666682561239,,,,,0.6596640332857767,0.5503333333333333,0.025939256648117703,0.03055050801480895,0.0,0.0,0.0,0.0,0.007281429583470854,0.012383995047371985
baseline,740,0.5628688842058182,0.7266666491826376,,,,,0.6608329046885172,0.5471333333333334,0.022360496793331835,0.07571877395560296,0.0,0.0,0.0,0.0,0.007201542702443698,0.015101434810418982
baseline,760,0.575777247051398,0.653333326180776,,,,,0.657601174958547,0.5544,0.011248195702956487,0.14189196559391992,0.0,0.0,0.0,0.0,0.004134010040543419,0.015090725628676652
baseline,780,0.5699071874221165,0.7266666491826376,,,,,0.654617800585429,0.5499333333333333,0.014693195683288156,0.06429097775453187,0.0,0.0,0.0,0.0,0.012093680551570962,0.014813619859215166
baseline,800,0.5735118543108305,0.606666644414266,,,,,0.6562009075164795,0.5549333333333334,0.020774344495164278,0.12858201113548737,0.0,0.0,0.0,0.0,0.006661069371830134,0.018136795012717474
baseline,820,0.5348281020919482,0.799999992052714,,,,,0.6542784996986389,0.5580333333333334,0.03334672784056332,0.03464101752788786,0.0,0.0,0.0,0.0,0.006128276428107424,0.012661095265944911
baseline,840,0.5499718556801478,0.6666666467984518,,,,,0.6525441747983297,0.5565,0.008272685827527432,0.07023771522056327,0.0,0.0,0.0,0.0,0.0069560802599107985,0.016202777539668967
baseline,860,0.5515577202041944,0.7399999896685282,,,,,0.6574324345906576,0.5570666666666667,0.005399677472385416,0.059999972581865874,0.0,0.0,0.0,0.0,0.004801324282362162,0.014439298228561282
baseline,880,0.5473109175761541,0.5999999841054281,,,,,0.6533034246762593,0.5594333333333333,0.03027072385213574,0.12165525707326853,0.0,0.0,0.0,0.0,0.008642138637457747,0.014100118202814234
baseline,900,0.552153859535853,0.7066666483879089,,,,,0.6490755097389221,0.5593333333333333,0.030336556384387706,0.0611010095262149,0.0,0.0,0.0,0.0,0.014667794570537596,0.02147936994730843
baseline,920,0.5211841622988382,0.7599999904632568,,,,,0.6499182044029236,0.5656333333333333,0.025277195538838546,0.05291503207868933,0.0,0.0,0.0,0.0,0.006035177366629291,0.009636562319278254
baseline,940,0.5298233975966772,0.7666666507720947,,,,,0.6489999349594117,0.5687000000000001,0.02157619237144826,0.08326661783568134,0.0,0.0,0.0,0.0,0.005027522275816055,0.012216791722870697
baseline,960,0.5289590731263161,0.7333333293596903,,,,,0.6552925959904988,0.5670333333333333,0.025120150838564805,0.11015139608308146,0.0,0.0,0.0,0.0,0.015448217748002233,0.016102898289852414
baseline,980,0.5309056674440702,0.7333333094914755,,,,,0.648651988919576,0.5638666666666666,0.016298204991228384,0.041633313690031516,0.0,0.0,0.0,0.0,0.004768497921866347,0.014619279508010393
baseline,1000,0.5308935537934304,0.6799999872843424,,,,,0.6480270413716634,0.5712,0.01392593276942835,0.08717796410263104,0.0,0.0,0.0,0.0,0.008303487164098821,0.012528367810692656
baseline,1020,0.5018913780649502,0.7333333293596903,,,,,0.6484394221305847,0.5719666666666666,0.01623394258293554,0.011547028784467764,0.0,0.0,0.0,0.0,0.004899107489077802,0.012412225156406616
baseline,1040,0.49934204171101254,0.7333333293596903,,,,,0.6542960074742635,0.5650666666666667,0.020109210198385345,0.050332213147231165,0.0,0.0,0.0,0.0,0.01062593838363183,0.010790891220531054
baseline,1060,0.5083995675047238,0.7799999713897705,,,,,0.6504379214922587,0.5683333333333334,0.016260476724491563,0.05291503207868933,0.0,0.0,0.0,0.0,0.0069216588554610005,0.013864462965918806
baseline,1080,0.5159418001770973,0.7466666499773661,,,,,0.6451996943155924,0.5717333333333333,0.02099293578375905,0.050332209199819455,0.0,0.0,0.0,0.0,0.004384578860049739,0.013089053951043735
baseline,1100,0.5131154139836629,0.753333330154419,,,,,0.6468831587473551,0.5677,0.02897014349972027,0.0611010095262149,0.0,0.0,0.0,0.0,0.007307071936869432,0.013839075113604962
baseline,1120,0.48528853555520374,0.8066666523615519,,,,,0.6498030734380086,0.5705,0.028142244129458326,0.11372479645135247,0.0,0.0,0.0,0.0,0.008180299653656667,0.01565023961477912
baseline,1140,0.4849659110109011,0.7466666499773661,,,,,0.6489842476844787,0.5721666666666666,0.00914163493399052,0.08082902942748575,0.0,0.0,0.0,0.0,0.004832848799568071,0.011594107698884552
baseline,1160,0.49359308332204815,0.7599999904632568,,,,,0.6538635823567708,0.5723333333333334,0.022579092200719155,0.03464098311513015,0.0,0.0,0.0,0.0,0.0022906123608704464,0.008360821331264822
baseline,1180,0.48923667420943584,0.8199999729792277,,,,,0.6533535832722982,0.5695666666666667,0.018781999541594274,0.052915009550247985,0.0,0.0,0.0,0.0,0.007978543337318638,0.006573684912842517
baseline,1200,0.5045947546760241,0.7599999904632568,,,,,0.6462284782091777,0.5702666666666666,0.02170192883814596,0.05291503207868933,0.0,0.0,0.0,0.0,0.00794372707762159,0.011092489951914855
baseline,1220,0.46740793635447825,0.8066666523615519,,,,,0.6511997790336609,0.5733,0.018586877701882606,0.061100983512615246,0.0,0.0,0.0,0.0,0.007209905847746185,0.013982489048806744
baseline,1240,0.4731683035691579,0.8399999737739563,,,,,0.6478884562492371,0.5781333333333333,0.02273051981055559,0.05291503207868933,0.0,0.0,0.0,0.0,0.0105459108307451,0.010042078138181037
baseline,1260,0.47853051722049716,0.7666666507720947,,,,,0.6544112892468771,0.5721666666666666,0.02510696526000273,0.030550475497807313,0.0,0.0,0.0,0.0,0.003899811585921071,0.011610483768273092
baseline,1280,0.47704669783512754,0.7733333309491476,,,,,0.6566848283449809,0.5719,0.021094176379176075,0.04163331369003155,0.0,0.0,0.0,0.0,0.010709981252100651,0.00701925922017416
baseline,1300,0.49127200494209927,0.7933333118756613,,,,,0.6599577884038289,0.5626333333333333,0.022824512068748033,0.050332209199819435,0.0,0.0,0.0,0.0,0.007139690742390226,0.0163659198743405
baseline,1320,0.4593907907605171,0.7399999698003134,,,,,0.669347964668274,0.5695333333333333,0.02732726492536042,0.07211102286426566,0.0,0.0,0.0,0.0,0.009807322812572822,0.003265475973473568
baseline,1340,0.4505954111615817,0.7999999721844991,,,,,0.654402408504486,0.5711333333333334,0.028653575733778795,0.08000001311302371,0.0,0.0,0.0,0.0,0.005017196916267417,0.015550026795260923
baseline,1360,0.46639878749847413,0.806666632493337,,,,,0.6519530817031861,0.5743999999999999,0.02550936802746616,0.011547028784467764,0.0,0.0,0.0,0.0,0.004023678928005858,0.009959417653658263
baseline,1380,0.46264159977436065,0.8199999729792277,,,,,0.6581465851783753,0.5756333333333333,0.01623475077763336,0.03464101752788784,0.0,0.0,0.0,0.0,0.006156906312687143,0.013123388789993745
baseline,1400,0.4808891505002975,0.7733333110809326,,,,,0.6581381790479024,0.5717,0.00956949950450488,0.0230939887434201,0.0,0.0,0.0,0.0,0.008380879314096498,0.012360016181219166
baseline,1420,0.42967949161926905,0.90666663646698,,,,,0.6543426214218139,0.5784666666666667,0.018284388287429672,0.0611010095262149,0.0,0.0,0.0,0.0,0.001368552162822415,0.011380831838373368
baseline,1440,0.4498979647954305,0.8399999737739563,,,,,0.6639865671157836,0.5737333333333333,0.019521884815584423,0.019999980926513672,0.0,0.0,0.0,0.0,0.0037880908265581115,0.009948534230394634
baseline,1460,0.4550172731280327,0.8399999539057413,,,,,0.658300076007843,0.5761,0.03910621763735798,0.06928203505577572,0.0,0.0,0.0,0.0,0.011236282403941795,0.011014535850411424
baseline,1480,0.46018459250529603,0.7599999705950419,,,,,0.6593226664543151,0.5728666666666666,0.022722044187065762,0.05291500955024799,0.0,0.0,0.0,0.0,0.009397973501880062,0.004670474636836496
baseline,1500,0.4598900039990743,0.8333333134651184,,,,,0.6559652778625488,0.5723666666666667,0.018771221581012406,0.07023768410473892,0.0,0.0,0.0,0.0,0.00345801906700814,0.0069787773523256845
baseline,1520,0.43554203261931734,0.8266666531562805,,,,,0.6641712676048278,0.5730333333333334,0.02727410196082912,0.098657665865622,0.0,0.0,0.0,0.0,0.014068902133393334,0.006493329911019012
baseline,1540,0.4279858723282814,0.8199999729792277,,,,,0.6635425239562989,0.5725666666666667,0.020670218567825333,0.03464101752788786,0.0,0.0,0.0,0.0,0.004035165376143072,0.005522982286168688
baseline,1560,0.4394914542635282,0.8799999753634135,,,,,0.6583132712046306,0.5747666666666666,0.030224294116059657,0.05291500955024799,0.0,0.0,0.0,0.0,0.0038961840943241436,0.008904680417248765
baseline,1580,0.4384302094578743,0.8399999737739563,,,,,0.6682708867390951,0.5753666666666666,0.022405209830335452,0.019999980926513672,0.0,0.0,0.0,0.0,0.010763843737337313,0.011063603993877107
baseline,1600,0.4504181345303853,0.8399999737739563,,,,,0.6583211613019307,0.5781333333333333,0.023280631134521584,0.07211101459858751,0.0,0.0,0.0,0.0,0.0015832369313126397,0.009902693236354058
baseline,1620,0.4053115924199422,0.9133333166440328,,,,,0.6695087939898173,0.5730666666666667,0.020006550808893186,0.03055050151141527,0.0,0.0,0.0,0.0,0.0028528253652119347,0.01116482571889651
baseline,1640,0.4215285693605741,0.8599999745686849,,,,,0.6721686707178751,0.5717,0.03527664165278155,0.0800000131130237,0.0,0.0,0.0,0.0,0.0037709450489514895,0.006436614016701605
baseline,1660,0.4279263938466708,0.8199999729792277,,,,,0.6672799279212951,0.5686,0.029151767209730735,0.020000010728843446,0.0,0.0,0.0,0.0,0.0024646703551708385,0.00888313007897558
baseline,1680,0.437719497581323,0.853333314259847,,,,,0.662642419052124,0.5781666666666667,0.02237054404965179,0.03055050151141528,0.0,0.0,0.0,0.0,0.0043817397992824214,0.0076173048602070055
baseline,1700,0.44667495588461553,0.7866666316986084,,,,,0.661288081328074,0.5722666666666667,0.012343187858614341,0.0230939887434201,0.0,0.0,0.0,0.0,0.004959062906286891,0.01064534326986841
baseline,1720,0.4089461455742518,0.8799999952316284,,,,,0.6731347449938457,0.5734666666666667,0.026295707081746614,0.0,0.0,0.0,0.0,0.0,0.007935121712994242,0.012101377332078092
baseline,1740,0.40441897561152773,0.8799999753634135,,,,,0.6734352570851644,0.5713333333333334,0.023266134168172914,0.03464101752788784,0.0,0.0,0.0,0.0,0.00425760510476604,0.010312290401910387
baseline,1760,0.4254579082131386,0.8133333126703898,,,,,0.6702568528811138,0.5733333333333334,0.029898473101043887,0.050332213147231165,0.0,0.0,0.0,0.0,0.0026799809879988097,0.012423096769056056
baseline,1780,0.41979124248027805,0.853333314259847,,,,,0.6668157630920409,0.5712666666666667,0.017005314954160404,0.03055050151141527,0.0,0.0,0.0,0.0,0.006082515906493799,0.012816525790296384
baseline,1800,0.42649001330137254,0.8399999936421713,,,,,0.6701852591832479,0.5713666666666667,0.027100716950237556,0.11135527205505998,0.0,0.0,0.0,0.0,0.006250193421620015,0.004895235779136014
baseline,1820,0.39675244440635044,0.8666666348775228,,,,,0.6731865159034728,0.5718333333333333,0.021765041418975995,0.07571877395560296,0.0,0.0,0.0,0.0,0.005762236465903448,0.006406507108661721
baseline,1840,0.40156825135151547,0.8666666348775228,,,,,0.6749566852251689,0.5720999999999999,0.032629548799614994,0.07571877395560296,0.0,0.0,0.0,0.0,0.01288314447038877,0.008993886812718985
baseline,1860,0.4021601001421611,0.8599999745686849,,,,,0.6763359392484029,0.5732,0.02083883835185565,0.02000001072884346,0.0,0.0,0.0,0.0,0.004092093193253631,0.012080149005703464
baseline,1880,0.4151103069384893,0.8733333150545756,,,,,0.6773578910827637,0.5719333333333333,0.02144963224568569,0.05033221314723115,0.0,0.0,0.0,0.0,0.0006914646954842032,0.011735558501125206
baseline,1900,0.4170740296443303,0.8133333325386047,,,,,0.6745049228350322,0.5713666666666667,0.02807541806456836,0.13012813696498726,0.0,0.0,0.0,0.0,0.004722973424323503,0.010744921280927685
baseline,1920,0.37413621991872786,0.9266666372617086,,,,,0.6867260507583618,0.5718333333333333,0.028789205659847855,0.03055050801480895,0.0,0.0,0.0,0.0,0.01276226953336803,0.008198983676855011
baseline,1940,0.39891729851563773,0.8933332959810892,,,,,0.6832115725835165,0.5692333333333334,0.025591971700360282,0.030550508014808977,0.0,0.0,0.0,0.0,0.007960820988933255,0.011692020070686352
baseline,1960,0.4009495675563812,0.90666663646698,,,,,0.6793257480939229,0.5718,0.012996051551662438,0.0611010095262149,0.0,0.0,0.0,0.0,0.006435879265745406,0.006928203230275515
baseline,1980,0.4082165355483691,0.8866666555404663,,,,,0.68284190381368,0.5715666666666667,0.03146567227713781,0.01154699437171005,0.0,0.0,0.0,0.0,0.010746167776428579,0.011229128787814915
baseline,2000,0.40462880581617355,0.8799999952316284,,,,,0.6731397875150046,0.5725666666666667,0.020598736501381918,0.06000000238418579,0.0,0.0,0.0,0.0,0.008207833696100902,0.007503554713156555
baseline,2020,0.36723941812912625,0.8666666547457377,,,,,0.6853175634702047,0.5721333333333334,0.03378208360202039,0.08082905154997298,0.0,0.0,0.0,0.0,0.010665977353609234,0.009487535682848961
baseline,2040,0.38038649161656696,0.8999999562899271,,,,,0.6866914907455444,0.5696666666666667,0.033535441631297215,0.0692820350557757,0.0,0.0,0.0,0.0,0.0020240904969452385,0.010531065156636989
baseline,2060,0.3940695807337761,0.8799999753634135,,,,,0.6877873401959738,0.5678333333333333,0.021078318987263114,0.05291500955024799,0.0,0.0,0.0,0.0,0.004260690200554912,0.006951498639382262
baseline,2080,0.3980925902724266,0.9199999769528707,,,,,0.6878694650967917,0.5670666666666667,0.023064171249152575,0.0529150433429064,0.0,0.0,0.0,0.0,0.012227216405127831,0.012422694286399149
baseline,2100,0.39940593640009564,0.8466666340827942,,,,,0.682396250184377,0.5733666666666667,0.020224727270419764,0.08082906384024346,0.0,0.0,0.0,0.0,0.004749723525571162,0.010205064102362823
baseline,2120,0.35874624947706857,0.9599999785423279,,,,,0.6815918446540833,0.5684666666666667,0.016715372383523122,0.019999980926513672,0.0,0.0,0.0,0.0,0.008263278610114154,0.01133593107483164
baseline,2140,0.37220486253499985,0.8866666555404663,,,,,0.6930776508967081,0.5733666666666667,0.02347322382339078,0.01154699437171005,0.0,0.0,0.0,0.0,0.007664435917652702,0.012915623613799394
baseline,2160,0.37961331258217496,0.8866666356722513,,,,,0.6918274349848429,0.5702666666666666,0.022285650142974987,0.04163331369003154,0.0,0.0,0.0,0.0,0.0037224851663248035,0.009291573243177538
baseline,2180,0.38460849126180013,0.8666666348775228,,,,,0.6880004638353984,0.5691333333333334,0.028019560369875695,0.05033221314723113,0.0,0.0,0.0,0.0,0.0065682195674794915,0.008002707875046663
baseline,2200,0.396473503112793,0.9133332967758179,,,,,0.6847588339487712,0.5727666666666668,0.020231270599068783,0.01154699437171005,0.0,0.0,0.0,0.0,0.007911539256037808,0.008409716602438678
baseline,2220,0.3503376215696335,0.9199999769528707,,,,,0.690698899269104,0.5709333333333334,0.027420194228927712,0.039999991655353444,0.0,0.0,0.0,0.0,0.003978685299325978,0.007245228314783064
baseline,2240,0.36591276079416274,0.8866666356722513,,,,,0.6905683321952819,0.5709333333333334,0.025707008868854145,0.08082902942748577,0.0,0.0,0.0,0.0,0.007895618123135053,0.005918051481132376
baseline,2260,0.36567592273155847,0.9333332975705465,,,,,0.6900892765045166,0.569,0.018982039551975454,0.04163331369003154,0.0,0.0,0.0,0.0,0.006387423994491984,0.008626123115281855
baseline,2280,0.3783577943841616,0.8666666547457377,,,,,0.6930060047785441,0.5676666666666667,0.019408018973403773,0.10066445392635705,0.0,0.0,0.0,0.0,0.010173103120137578,0.006879195689419842
baseline,2300,0.38669793109099065,0.8866666356722513,,,,,0.6896251642227172,0.5716666666666667,0.016145114467927754,0.03055050151141528,0.0,0.0,0.0,0.0,0.001910089825646864,0.009526979234433755
baseline,2320,0.34668746689955393,0.9133333166440328,,,,,0.695202950890859,0.5701999999999999,0.027202853384737657,0.03055050151141528,0.0,0.0,0.0,0.0,0.007459633770360239,0.009522079604792164
baseline,2340,0.35326665540536245,0.9266666372617086,,,,,0.7000428789774578,0.5677333333333333,0.02590245277084821,0.06110101602961792,0.0,0.0,0.0,0.0,0.01044785892529675,0.011067670637190656
baseline,2360,0.36481659511725106,0.90666663646698,,,,,0.6966820952097574,0.5634333333333333,0.025218797144253513,0.04163333755098831,0.0,0.0,0.0,0.0,0.0033996873326993327,0.013771468089253752
baseline,2380,0.3734830677509308,0.8599999745686849,,,,,0.7064679216066997,0.5579666666666666,0.017085091241257302,0.0529150433429064,0.0,0.0,0.0,0.0,0.0063908182069248275,0.011238475578713172
baseline,2400,0.3785010894139608,0.8733333150545756,,,,,0.696986379623413,0.5666333333333333,0.024924327719084885,0.030550508014808967,0.0,0.0,0.0,0.0,0.004435931899172265,0.008969020756656447
baseline,2420,0.3425410022338231,0.8933333158493042,,,,,0.6961717495600382,0.5649666666666667,0.02949565875866803,0.05033224077912798,0.0,0.0,0.0,0.0,0.004067826180855624,0.009948534230394622
baseline,2440,0.34589070975780484,0.9466666380564371,,,,,0.6999820314407348,0.5634666666666667,0.0304614954976764,0.03055050151141528,0.0,0.0,0.0,0.0,0.0012525794205756444,0.006995951210045303
baseline,2460,0.35700275599956505,0.9333333174387614,,,,,0.6989772777557373,0.5650666666666666,0.023996338809952975,0.06110101602961793,0.0,0.0,0.0,0.0,0.008013829591039214,0.009676948554856166
baseline,2480,0.36464784443378445,0.9266666372617086,,,,,0.7027784722646078,0.5608666666666666,0.010681741548495886,0.01154702878446774,0.0,0.0,0.0,0.0,0.002518757393718242,0.010668801869625955
baseline,2500,0.3650966828068098,0.8866666356722513,,,,,0.7018256424268087,0.5687,0.015498517131668239,0.0461880463123556,0.0,0.0,0.0,0.0,0.008292855484564654,0.0075345869163478746
baseline,2520,0.33475525975227355,0.9333333174387614,,,,,0.7061676904360453,0.5652,0.01596155788983538,0.05033221314723113,0.0,0.0,0.0,0.0,0.005065759394232037,0.010578752289377038
baseline,2540,0.3434630652268728,0.9333333174387614,,,,,0.7048771706581115,0.5616666666666666,0.008964253664314071,0.03055050801480895,0.0,0.0,0.0,0.0,0.008178080967618762,0.01028072630378477
baseline,2560,0.3518905853231748,0.9133333166440328,,,,,0.7039843095461528,0.5664,0.020324980224968283,0.03055050151141527,0.0,0.0,0.0,0.0,0.008065139621823406,0.008943712875534393
baseline,2580,0.3568503846724828,0.9466666380564371,,,,,0.7018736994425456,0.5647000000000001,0.02840592245281889,0.04163331369003155,0.0,0.0,0.0,0.0,0.016666892315610242,0.004172529209005031
baseline,2600,0.3655854860941569,0.9133333166440328,,,,,0.7092061054547628,0.5624666666666667,0.028989640925105118,0.03055050151141528,0.0,0.0,0.0,0.0,0.0035525197905613604,0.009640712283505505
baseline,2620,0.33064886182546616,0.9133333166440328,,,,,0.7116843021074931,0.5631,0.021542289088754992,0.0461880463123556,0.0,0.0,0.0,0.0,0.00493404122794884,0.010934349546269286
baseline,2640,0.32895820687214533,0.9466666380564371,,,,,0.7124117863655091,0.5661333333333333,0.017378238370565142,0.04163331369003155,0.0,0.0,0.0,0.0,0.01008554237372071,0.005577036249956911
baseline,2660,0.3369553998112678,0.899999996026357,,,,,0.7040476138432821,0.5648,0.024567738285119455,0.0692820350557757,0.0,0.0,0.0,0.0,0.010697870333957272,0.006755738301621816
baseline,2680,0.3518896753589312,0.9266666372617086,,,,,0.7090632477442423,0.5629333333333334,0.0198976140391847,0.06110101602961793,0.0,0.0,0.0,0.0,0.0026283945513949918,0.012534086856781193
baseline,2700,0.3564415112137795,0.9266666571299235,,,,,0.7025194151560465,0.5628333333333333,0.0170096971631081,0.04163331369003155,0.0,0.0,0.0,0.0,0.01394202514794151,0.010028625695145604
baseline,2720,0.3196472868323326,0.9599999785423279,,,,,0.7121198316891988,0.5597666666666666,0.022121256801706374,0.04000002145767212,0.0,0.0,0.0,0.0,0.003352411672226869,0.008192883090422596
baseline,2740,0.3243455077211062,0.9466666380564371,,,,,0.711055979569753,0.5648333333333333,0.024178307660134,0.03055050151141528,0.0,0.0,0.0,0.0,0.010212105390490753,0.008556479026640163
baseline,2760,0.3401198521256447,0.9466666579246521,,,,,0.7137238776524862,0.5646333333333334,0.024297324175530936,0.01154699437171005,0.0,0.0,0.0,0.0,0.01176016870470387,0.009287267269403545
baseline,2780,0.349729356666406,0.8933332959810892,,,,,0.7203827262878418,0.5591333333333334,0.028890691069603062,0.030550508014808967,0.0,0.0,0.0,0.0,0.007478117617261273,0.0128130142173235
